City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
375,jurilovca,RO,44.77,28.87,59.0,100,92,6.93,mist
376,bahia blanca,AR,-38.72,-62.27,52.59,56,0,6.26,clear sky
377,nuuk,GL,64.18,-51.72,26.6,79,100,8.05,overcast clouds
378,parrita,CR,9.52,-84.32,69.8,100,75,2.24,broken clouds
379,bull savanna,JM,17.89,-77.59,77.47,89,100,13.78,overcast clouds
380,southbridge,US,42.08,-72.03,44.01,76,90,5.32,overcast clouds
381,maumere,ID,-8.62,122.21,85.24,69,93,6.22,light rain
382,aksum,ET,14.12,38.72,56.1,45,32,6.73,scattered clouds
383,rorvik,NO,64.86,11.24,46.85,74,0,17.52,clear sky
384,sutamarchan,CO,5.62,-73.62,58.37,81,100,1.14,overcast clouds
385,coquimbo,CL,-29.95,-71.34,53.6,87,0,2.24,clear sky
386,bisert,RU,56.86,59.05,30.16,98,100,5.14,overcast clouds
387,ventspils,LV,57.39,21.56,48.2,100,93,8.05,overcast clouds
388,asyut,EG,27.18,31.18,62.6,72,0,4.7,clear sky
389,chapais,CA,49.78,-74.85,24.8,85,90,3.24,overcast clouds
390,svetlogorsk,BY,52.63,29.73,43.52,95,86,7.09,overcast clouds
391,fortuna,US,40.6,-124.16,52.0,66,1,4.7,clear sky
392,lebanon,US,36.21,-86.29,59.0,93,90,4.7,overcast clouds
393,manokwari,ID,-0.87,134.08,84.87,65,98,4.43,overcast clouds
394,baherden,TM,38.44,57.43,59.74,31,0,1.68,clear sky
395,goderich,CA,43.75,-81.72,42.01,76,100,11.97,overcast clouds
396,san javier,ES,37.81,-0.84,63.0,67,0,3.36,clear sky
397,sistranda,NO,63.73,8.83,42.8,87,0,18.34,clear sky
398,zhigansk,RU,66.77,123.37,2.05,90,80,6.06,broken clouds
399,bucerias,MX,20.75,-105.33,84.2,79,75,2.24,broken clouds
400,norman wells,CA,65.28,-126.83,28.4,92,90,12.75,light snow
401,niquelandia,BR,-14.47,-48.46,72.95,74,100,1.74,overcast clouds
402,cockburn town,TC,21.46,-71.14,83.68,80,100,23.64,overcast clouds
403,hachinohe,JP,40.5,141.5,60.8,48,40,9.17,scattered clouds
404,san quintin,MX,30.48,-115.95,65.32,70,63,10.69,broken clouds
405,taonan,CN,45.33,122.78,50.2,44,100,8.41,overcast clouds
406,bilibino,RU,68.05,166.44,21.31,96,100,1.1,light snow
407,gat,IL,31.61,34.76,72.0,88,0,2.24,clear sky
408,villazon,BO,-22.09,-65.59,56.12,33,48,16.67,scattered clouds
409,zhangye,CN,38.93,100.45,44.65,45,7,0.87,clear sky
410,tiarei,PF,-17.53,-149.33,82.4,74,40,4.7,shower rain
411,casablanca,MA,33.59,-7.62,64.0,100,4,4.7,clear sky
412,kurumkan,RU,54.3,110.3,32.97,80,100,7.02,overcast clouds
413,shache,CN,38.42,77.24,50.0,39,69,6.04,broken clouds
414,tianpeng,CN,30.99,103.94,72.0,1,89,3.06,overcast clouds
415,korla,CN,41.76,86.15,48.99,44,21,4.72,few clouds
416,shenkursk,RU,62.11,42.9,30.99,98,100,3.76,overcast clouds
417,havoysund,NO,71.0,24.66,33.8,80,75,57.49,light rain
418,camacha,PT,33.08,-16.33,64.4,93,75,10.29,light intensity drizzle
419,praia,CV,14.92,-23.51,80.6,69,0,18.34,clear sky
420,aligudarz,IR,33.4,49.69,44.06,52,0,2.13,clear sky
421,krasnyy yar,RU,46.53,48.35,44.6,81,0,4.47,clear sky
422,husavik,IS,66.04,-17.34,39.2,86,90,5.82,overcast clouds
423,matamoros,MX,25.53,-103.25,86.0,20,20,2.3,few clouds
424,inhambane,MZ,-23.86,35.38,71.56,89,11,3.02,few clouds
425,estelle,US,29.85,-90.11,72.0,99,0,5.06,clear sky
426,mersing,MY,2.43,103.84,80.6,88,40,2.24,light rain
427,ballina,AU,-28.87,153.57,78.01,78,90,10.29,overcast clouds
428,cessnock,AU,-32.83,151.35,59.0,97,100,12.5,light rain
429,porto novo,BJ,6.5,2.6,77.32,88,98,3.69,overcast clouds
430,valdivia,CL,-39.81,-73.25,39.2,100,0,4.7,clear sky
431,ryotsu,JP,38.08,138.43,64.4,55,75,10.29,broken clouds
432,ilorin,NG,8.5,4.55,74.62,80,100,4.47,overcast clouds
433,kihei,US,20.79,-156.47,91.4,49,40,12.75,scattered clouds
434,hof,DE,50.32,11.92,46.99,92,87,1.99,overcast clouds
435,westport,US,41.14,-73.36,53.01,62,90,9.17,overcast clouds
436,canala,NC,-21.53,165.95,91.4,41,0,9.17,clear sky
437,vilyuysk,RU,63.76,121.62,16.16,95,100,11.7,light snow
438,gazanjyk,TM,39.24,55.52,50.61,45,0,1.74,clear sky
439,lashio,MM,22.93,97.75,78.24,72,38,1.16,scattered clouds
440,talaya,RU,61.38,152.75,23.76,93,100,7.81,overcast clouds
441,llanes,ES,43.42,-4.75,48.0,95,33,3.0,scattered clouds
442,saravan,AM,39.72,45.65,53.6,54,75,4.7,broken clouds
443,saint-georges,GD,12.06,-61.75,82.4,78,40,10.29,light intensity shower rain
444,nokaneng,BW,-19.67,22.27,71.28,24,0,8.63,clear sky
445,patabog,PH,13.45,122.46,77.13,92,100,19.19,overcast clouds
446,gogrial,SS,8.53,28.1,74.64,73,95,3.67,overcast clouds
447,gizo,SB,-8.1,156.84,84.09,70,52,3.22,light rain
448,arboletes,CO,8.85,-76.43,78.39,81,3,3.31,clear sky
449,marquette,US,46.53,-87.63,32.0,93,100,6.33,light rain
450,meadow lake,US,34.8,-106.54,66.2,25,75,28.86,broken clouds
451,mackay,AU,-21.15,149.2,86.0,62,29,13.87,light rain
452,vigrestad,NO,58.57,5.7,48.2,87,40,9.17,scattered clouds
453,sioux lookout,CA,50.1,-91.92,23.0,79,90,6.93,overcast clouds
454,biltine,TD,14.53,20.92,74.07,23,44,9.78,scattered clouds
455,taltal,CL,-25.4,-70.48,58.95,62,0,2.66,clear sky
456,paulba,PH,13.71,123.25,77.76,88,100,10.74,light rain
457,sakakah,SA,29.97,40.21,64.4,15,0,4.7,clear sky
458,passagem franca,BR,-6.18,-43.78,75.31,78,60,1.48,broken clouds
459,nicoya,CR,10.15,-85.45,75.2,100,75,4.7,light rain
460,skjervoy,NO,70.03,20.97,39.16,73,100,26.69,light rain
461,phuket,TH,8.0,98.25,87.01,88,75,3.36,broken clouds
462,kysyl-syr,RU,63.9,122.76,17.1,95,100,10.71,light snow
463,bulgan,MN,48.81,103.53,27.77,68,0,5.91,clear sky
464,catio,GW,11.28,-15.25,78.42,88,0,3.11,clear sky
465,okhotsk,RU,59.38,143.3,35.71,75,11,22.64,few clouds
466,west wendover,US,40.74,-114.07,30.2,33,20,13.87,few clouds
467,banda aceh,ID,5.56,95.32,84.07,66,99,12.37,overcast clouds
468,san patricio,US,28.02,-97.52,77.0,88,75,13.87,broken clouds
469,sahuaripa,MX,29.05,-109.23,73.2,45,42,7.09,scattered clouds
470,mehamn,NO,71.04,27.85,32.43,94,100,24.47,light snow
471,dwarka,IN,22.24,68.97,83.21,50,0,7.11,clear sky
472,esil,KZ,51.96,66.4,47.84,85,100,23.09,light rain
473,ekhabi,RU,53.51,142.97,40.64,90,100,22.88,light rain
474,mazatlan,MX,23.22,-106.42,86.0,79,20,5.06,few clouds
475,baiyin,CN,36.56,104.21,55.0,35,0,2.24,clear sky
476,ampanihy,MG,-24.7,44.75,72.36,61,96,1.54,overcast clouds
477,mendota,US,36.75,-120.38,63.0,67,1,5.82,clear sky
478,smolensk,RU,55.0,33.0,45.63,86,100,4.81,overcast clouds
479,ukiah,US,39.15,-123.21,60.8,44,1,2.89,clear sky
480,carballo,ES,43.21,-8.69,46.4,93,40,4.7,scattered clouds
481,nola,IT,40.92,14.53,59.0,93,40,1.12,scattered clouds
482,palana,RU,59.12,159.97,38.41,77,100,8.5,overcast clouds
483,polewali,ID,-3.43,119.34,88.47,57,100,3.13,overcast clouds
484,la ronge,CA,55.1,-105.28,19.4,67,20,6.93,few clouds
485,linxia,CN,35.6,103.21,48.36,46,85,3.8,overcast clouds
486,comodoro rivadavia,AR,-45.87,-67.5,59.0,33,0,19.46,clear sky
487,sulangan,PH,11.14,123.72,82.22,77,100,20.87,light rain
488,newport,GB,51.59,-3.0,46.0,97,96,1.99,moderate rain
489,tacuati,PY,-23.45,-56.58,82.94,59,15,4.5,few clouds
490,orito,CO,0.68,-76.88,72.21,86,100,4.72,light rain
491,diffa,NE,13.32,12.61,79.92,24,88,10.11,overcast clouds
492,tezu,IN,27.92,96.17,82.2,51,0,2.59,clear sky
493,tamiahua,MX,21.27,-97.45,75.99,88,3,8.08,clear sky
494,kirakira,SB,-10.45,161.92,83.66,78,87,7.94,moderate rain
495,fare,PF,-16.7,-151.02,79.83,73,7,4.54,moderate rain
496,goure,NE,13.98,10.27,79.0,21,91,8.99,overcast clouds
497,dogondoutchi,NE,13.64,4.03,81.03,17,0,6.02,clear sky
498,sampit,ID,-2.53,112.95,81.77,84,90,2.24,light rain
499,sindor,RU,62.86,51.89,22.1,98,89,3.11,overcast clouds
500,suarez,CO,2.95,-76.7,68.63,82,100,2.13,moderate rain
501,peniche,PT,39.36,-9.38,57.99,74,40,7.0,light rain
502,farafangana,MG,-22.82,47.83,70.57,85,25,4.29,scattered clouds
503,veraval,IN,20.9,70.37,82.26,60,0,8.63,clear sky
504,wang saphung,TH,17.3,101.77,70.81,91,100,2.06,light rain
505,gravdal,NO,68.12,13.5,45.0,88,100,19.48,overcast clouds
506,dalby,AU,-27.18,151.27,73.4,53,1,6.93,clear sky
507,skibbereen,IE,51.55,-9.27,46.4,87,75,12.75,broken clouds
508,santo tomas,PH,14.11,121.14,80.6,88,90,14.99,heavy intensity rain
509,filadelfia,US,39.95,-75.16,50.0,81,90,11.41,overcast clouds
510,sabzevar,IR,36.21,57.68,48.52,47,0,1.95,clear sky
511,ibra,OM,22.69,58.53,69.42,26,0,4.27,clear sky
512,san cosme y damian,PY,-27.32,-56.35,81.82,43,31,9.08,scattered clouds
513,dhidhdhoo,MV,6.88,73.1,82.33,75,66,7.29,broken clouds
514,corner brook,CA,48.97,-57.95,37.4,44,75,10.29,broken clouds
515,olpad,IN,21.33,72.75,73.4,83,20,6.11,mist
516,rongcheng,CN,30.63,117.85,66.99,81,75,2.93,broken clouds
517,copiapo,CL,-27.37,-70.33,53.6,87,0,2.24,clear sky
518,pangnirtung,CA,66.15,-65.71,12.13,86,45,4.54,scattered clouds
519,aksu,CN,41.12,80.26,50.65,41,100,2.68,overcast clouds
520,gweta,BW,-20.18,25.23,72.7,24,0,8.66,clear sky
521,bethanien,NA,-26.5,17.16,62.78,31,59,2.35,broken clouds
522,tocopilla,CL,-22.09,-70.2,62.1,61,17,2.19,few clouds
523,djibo,BF,14.1,-1.63,79.18,16,0,8.23,clear sky
524,codrington,AU,-38.27,141.97,57.6,65,3,22.32,clear sky
525,sandane,NO,61.77,6.21,44.01,93,96,3.0,overcast clouds
526,rio brilhante,BR,-21.8,-54.55,80.89,66,35,5.7,scattered clouds
527,maxixe,MZ,-23.86,35.35,70.77,91,13,2.57,few clouds
528,casian,PH,11.04,119.71,79.23,84,100,36.98,heavy intensity rain
529,hailar,CN,49.2,119.7,38.1,77,66,5.93,broken clouds
530,batagay,RU,67.63,134.63,11.08,88,0,1.7,clear sky
531,tokur,RU,53.13,132.9,35.47,78,0,1.23,clear sky
532,reshetylivka,UA,49.56,34.08,47.97,78,100,7.0,overcast clouds
533,scarborough,GB,54.28,-0.4,43.0,91,67,4.0,broken clouds
534,brewster,US,41.4,-73.62,48.0,65,90,10.29,overcast clouds
535,qaqortoq,GL,60.72,-46.03,44.6,33,100,11.41,overcast clouds
536,leshukonskoye,RU,64.9,45.76,15.76,97,63,3.65,broken clouds
537,sidi ali,DZ,36.1,0.42,60.17,87,51,16.08,broken clouds
538,cabra,ES,37.47,-4.44,57.2,82,0,6.93,clear sky
539,andros town,BS,24.7,-77.77,80.6,94,0,3.36,heavy intensity rain
540,mount isa,AU,-20.73,139.5,84.2,21,0,6.93,clear sky
541,beaverlodge,CA,55.22,-119.44,30.2,50,75,13.87,broken clouds
542,salalah,OM,17.02,54.09,71.6,64,0,6.93,clear sky
543,misratah,LY,32.38,15.09,71.4,63,62,6.87,broken clouds
544,savonlinna,FI,61.87,28.88,41.0,86,90,10.29,overcast clouds
545,pacific grove,US,36.62,-121.92,57.99,82,1,3.36,clear sky
546,yuxia,CN,34.06,108.63,68.0,82,98,4.47,mist
547,esmeraldas,BR,-19.76,-44.31,62.6,100,40,3.36,thunderstorm
548,ambon,ID,-3.7,128.18,84.02,67,52,7.96,broken clouds
549,ulaanbaatar,MN,47.91,106.88,21.2,67,40,11.18,scattered clouds
550,zhigalovo,RU,54.81,105.16,24.78,88,41,4.56,scattered clouds
551,flagstaff,US,35.2,-111.65,50.0,66,20,24.16,few clouds
552,qinhuangdao,CN,39.93,119.59,67.19,33,100,8.19,overcast clouds
553,darnah,LY,32.77,22.64,70.88,77,74,13.53,broken clouds
554,calderitas,MX,18.55,-88.25,77.4,88,99,9.84,overcast clouds
555,sinjai,ID,-5.12,120.25,90.07,53,0,8.88,clear sky
556,oakham,GB,52.67,-0.73,43.0,100,8,8.05,clear sky
557,lodja,CD,-3.48,23.43,69.62,97,100,1.72,overcast clouds
558,huarmey,PE,-10.07,-78.15,63.19,84,80,7.54,broken clouds
559,olafsvik,IS,64.89,-23.71,41.56,79,98,18.79,overcast clouds
560,hopelchen,MX,19.77,-89.85,72.97,98,57,2.21,broken clouds
561,murgab,TM,37.5,61.97,44.6,44,0,6.93,clear sky
562,dubai,AE,25.26,55.3,75.2,53,0,3.36,clear sky
563,sola,VU,-13.88,167.55,80.24,82,9,17.63,light rain
564,iquique,CL,-20.22,-70.14,62.6,72,90,11.41,overcast clouds
565,cortez,US,37.35,-108.59,46.4,65,90,12.75,overcast clouds
566,agirish,RU,61.92,63.02,24.31,98,99,6.51,overcast clouds
567,muhos,FI,64.81,25.99,39.2,93,90,13.87,moderate rain
568,la rioja,ES,42.25,-2.5,48.0,87,75,3.36,broken clouds
569,magistralnyy,RU,56.17,107.45,25.99,89,97,8.39,overcast clouds
570,flums,CH,47.09,9.34,52.0,96,41,6.11,scattered clouds
571,toftlund,DK,55.19,9.07,50.0,93,75,9.17,broken clouds
572,victoria point,AU,-27.58,153.3,82.99,70,27,3.0,scattered clouds
573,mayumba,GA,-3.43,10.66,76.71,88,100,9.08,light rain
574,fairbanks,US,64.84,-147.72,30.99,80,1,5.82,clear sky
575,vostok,RU,46.49,135.88,40.42,77,21,5.37,few clouds
576,tahoua,NE,14.89,5.27,77.92,16,39,8.28,scattered clouds
577,tres lagoas,BR,-20.75,-51.68,76.12,80,12,4.07,few clouds
578,mount gambier,AU,-37.83,140.77,60.8,51,90,21.92,overcast clouds
579,luanda,AO,-8.84,13.23,74.77,89,100,7.67,light rain
580,ust-nera,RU,64.57,143.2,11.07,87,36,4.05,scattered clouds
581,batangafo,CF,7.3,18.28,70.59,93,87,2.71,overcast clouds
582,shubarshi,KZ,48.59,57.19,49.8,70,57,22.86,broken clouds
583,zemio,CF,5.03,25.14,68.54,97,99,0.85,moderate rain
584,waitati,NZ,-45.75,170.57,50.0,69,100,5.01,overcast clouds
585,kerema,PG,-7.96,145.78,84.16,72,64,8.16,broken clouds
586,kaa-khem,RU,51.68,94.73,26.49,73,100,2.55,overcast clouds
587,inirida,CO,3.87,-67.92,73.81,93,98,1.99,light rain
588,celestun,MX,20.87,-90.4,79.43,83,51,11.45,broken clouds
589,mirnyy,RU,62.54,113.96,14.0,66,0,6.71,clear sky
590,poum,NC,-20.23,164.02,76.95,73,0,13.53,clear sky
591,arkansas city,US,37.06,-97.04,39.2,93,90,13.87,overcast clouds
592,abu samrah,SY,35.3,37.18,65.1,27,0,6.64,clear sky
593,le port,RE,-20.94,55.29,73.4,69,90,20.8,overcast clouds
594,jalalabad,AF,34.43,70.45,67.14,25,0,2.68,clear sky
595,choctaw,US,35.5,-97.27,41.0,100,90,11.41,mist
596,loa janan,ID,-0.58,117.09,82.38,85,99,4.9,overcast clouds
597,aleksandrov gay,RU,50.15,48.57,41.22,78,0,11.41,clear sky
598,luwingu,ZM,-10.26,29.93,66.72,50,59,2.98,broken clouds
599,liwale,TZ,-9.77,37.93,68.41,88,38,2.48,scattered clouds
600,clarence town,AU,-32.58,151.78,61.0,100,90,21.92,heavy intensity rain
601,batemans bay,AU,-35.72,150.18,59.0,72,94,4.0,overcast clouds
602,shakawe,BW,-18.37,21.85,69.04,30,2,5.17,clear sky
603,wloclawek,PL,52.65,19.07,48.99,93,16,1.99,few clouds
604,vila franca do campo,PT,37.72,-25.43,57.2,82,20,3.36,few clouds
605,mwingi,KE,-0.93,38.06,64.45,88,94,5.1,overcast clouds
606,keetmanshoop,NA,-26.58,18.13,62.64,34,36,4.03,scattered clouds
607,paradise,US,36.1,-115.15,69.8,14,75,26.4,dust
608,miri,MY,4.41,114.01,77.0,94,40,4.7,moderate rain
609,egvekinot,RU,66.32,-179.17,21.6,93,0,5.19,clear sky
610,riyadh,SA,24.69,46.72,59.0,47,0,6.87,clear sky
611,maniitsoq,GL,65.42,-52.9,28.38,77,100,5.17,overcast clouds
612,gamba,GA,-2.65,10.0,75.69,91,100,7.27,moderate rain
613,rio claro,BR,-22.41,-47.56,66.36,86,0,2.17,clear sky
614,opuwo,NA,-18.06,13.84,63.21,41,5,3.44,clear sky
615,cape canaveral,US,28.41,-80.6,75.2,83,20,3.65,few clouds
616,ketchikan,US,55.34,-131.65,41.0,100,90,11.41,moderate rain
617,banyo,CM,6.75,11.82,64.63,89,28,2.3,scattered clouds
618,kyra,RU,49.58,111.98,30.42,76,99,22.59,overcast clouds
619,mattru,SL,7.62,-11.83,73.53,97,4,1.03,clear sky
620,padina,RS,45.12,20.73,55.4,100,0,2.24,mist
621,nabire,ID,-3.37,135.48,88.12,58,97,4.47,light rain
622,chifeng,CN,42.27,118.96,61.68,31,58,8.61,broken clouds
623,aasiaat,GL,68.71,-52.87,12.22,87,100,2.66,overcast clouds
624,yeppoon,AU,-23.13,150.73,86.0,51,40,8.05,scattered clouds
625,makakilo city,US,21.35,-158.09,87.8,55,40,5.82,scattered clouds
626,walvis bay,NA,-22.96,14.51,57.99,87,89,12.75,overcast clouds
627,chala,TZ,-7.58,31.27,59.63,72,99,5.64,overcast clouds
628,fort dodge,US,42.5,-94.17,26.6,86,90,9.17,overcast clouds
629,mana,GF,5.66,-53.78,80.19,83,41,10.13,scattered clouds
630,horsham,GB,51.06,-0.33,48.99,93,0,5.82,clear sky
631,itupiranga,BR,-5.13,-49.33,76.84,80,39,1.54,scattered clouds
632,dingle,PH,11.0,122.67,79.52,86,100,18.12,heavy intensity rain
633,brigantine,US,39.41,-74.36,60.01,93,90,4.7,overcast clouds
634,berlevag,NO,70.86,29.09,33.89,89,100,26.33,light rain
635,macapa,BR,0.04,-51.07,80.6,83,0,5.82,clear sky
636,ayan,RU,56.45,138.17,32.97,80,0,10.47,clear sky
637,grindavik,IS,63.84,-22.43,41.0,86,0,8.05,clear sky
638,pangkalanbuun,ID,-2.68,111.62,86.25,72,100,1.05,overcast clouds
639,mecca,SA,21.43,39.83,74.79,73,0,2.73,clear sky
640,mazyr,BY,52.05,29.25,46.36,93,98,9.08,overcast clouds
641,axim,GH,4.87,-2.24,77.18,92,68,7.25,light rain
642,barra do garcas,BR,-15.89,-52.26,76.44,73,86,1.9,overcast clouds
643,tateyama,JP,34.98,139.87,72.0,60,75,9.17,broken clouds
644,lanzhou,CN,36.06,103.79,52.0,34,79,5.08,broken clouds
645,asosa,ET,10.07,34.53,63.86,81,15,4.41,few clouds
646,trinidad,BO,-14.83,-64.9,83.1,67,71,7.09,broken clouds
647,iisalmi,FI,63.56,27.19,41.0,93,90,14.99,overcast clouds
648,pathein,MM,16.78,94.73,83.07,75,45,0.72,scattered clouds
649,koslan,RU,63.46,48.9,18.91,97,52,3.98,broken clouds
650,wewak,PG,-3.55,143.63,83.01,72,99,2.95,light rain
651,seoul,KR,37.57,126.98,64.4,63,1,3.85,clear sky
652,naivasha,KE,-0.72,36.44,57.0,90,99,5.99,overcast clouds
653,manadhoo,MV,5.77,73.38,82.09,77,100,11.81,overcast clouds
654,xuddur,SO,4.12,43.89,72.82,84,84,9.37,broken clouds
655,awassa,ET,7.05,38.47,56.37,70,0,4.68,clear sky
656,cananeia,BR,-25.01,-47.93,70.07,91,67,0.36,broken clouds
657,avera,US,33.19,-82.53,69.8,90,75,5.82,broken clouds
658,beni suef,EG,29.07,31.1,64.53,84,0,5.86,clear sky
659,youkounkoun,GN,12.53,-13.13,73.47,61,13,5.23,few clouds
660,siloam springs,US,36.19,-94.54,46.4,81,90,10.29,overcast clouds
661,sehithwa,BW,-20.47,22.72,70.18,25,0,4.92,clear sky
662,kahului,US,20.89,-156.47,91.4,49,40,12.75,scattered clouds
663,dvinskoy,RU,62.15,45.12,25.18,98,67,3.51,broken clouds
664,havre-saint-pierre,CA,50.23,-63.6,30.2,58,1,8.05,clear sky
665,oros,BR,-6.24,-38.91,78.66,71,3,10.11,clear sky
666,tecoanapa,MX,16.52,-98.75,81.23,87,5,6.62,clear sky
